id;code;NbDoc;Pertinence;parent;lft;rgt;copie;geo;Explode 1;Explode 2;ajout;Supp
1533;Mobilité - Formation;1;0.78054291009903;;;;;; - ;;;
1917;Mobilité des chercheurs;1;0.346196383237839;;;;;;;;;
1325;Mobilité européenne;1;1.40132701396942;;;;;;;;;
2282;Modélisation;1;0.404238104820251;;;;;;;;;
3006;Monétique;2;0.673982083797455;;;;;;;;;
2058;Multimédia;1;1.06184148788452;;;;;;;;695;
4377;Musées et Sciences;1;0.292508512735367;;;;;; et ;;;
3331;Nanobiotechnologies;2;2.11980164051056;;;;;;;;;
3172;Nanobiotechnologies - Santé;1;2.06147384643555;;;;;; - ;;;
960;nanoélectronique;7;6.89470067620277;;;;;;;;;
675;Nanomatériaux;4;3.42586773633957;;;;;;;;;
372;Nanotechnologies;148;140.517501413822;;;;;;;;;
1847;Nanotechnologies - Médecine;1;0.561614811420441;;;;;; - ;;;
986;Nanotechnologies et science des matériaux;1;0.724006295204163;;;;;; et ;;;
1958;Nanotechnologies, matériaux à haute valeur ajoutée;1;1.55137801170349;;;;372;;;;;
3378;Nanotubes de carbone;1;0.624051630496979;;;;;;;;;
3044;Nanotubes et Nanofils ;1;0.670577168464661;;;;;;;;;
1357;Nature;1;1.31390476226807;;;;;;;;;
1142;Navigation;1;0.775908887386322;;;;;;;;;
3502;Navigation par satellite;1;0.394984304904938;;;;4522;;;;;
4522;Navigation par satellites;3;1.23769553005695;;;;;;;;;
852;Neurobiologie;4;3.31103354692459;;;;;;;;;
433;Neurologie;14;12.9626806676388;;;;;;;;;
2972;Neurologie - Psychologie;1;0.813004493713379;;;;;; - ;;;
791;Neuromarketing;1;0.648440361022949;;;;;;;;;
997;Neuropsychologie;1;1.24433672428131;;;;;;;;;
377;Neurosciences;24;25.7228122055531;;;;;;;;;
1053;Nomination;7;10.4346329271793;;;;;;;;;
2630;Nominations;7;8.500523686409;;;;1053;;;;;
1424;Normalisation;2;2.91994792222977;;;;;;;;;
2901;Notes et Rapports;1;0.775567173957825;;;;;;;;;oui
906;Nouveau rapport;22;22.2019644379616;;;;;;;;;oui
631;Nouveautés;2;2.16316682100296;;;;;;;;;oui
1465;Nouveautés technologiques;2;2.70917117595673;;;;;;;;;oui
1954;Nouveaux Accords;1;0.55242246389389;;;;;;;;;oui
3959;Nouveaux procédés, sciences de l'Ingénieur;2;1.11277696490288;;;;;;,;;;
1054;Nouvelle infrastructure;2;1.15243968367577;;;;;;;;;
2087;Nouvelle structure;3;2.59907966852188;;;;;;;;;
1024;Nouvelle technologie;1;1.31917810440063;;;;;;;;695;
3914;Nouvelles du CenDoTec;3;2.92827045917511;;;;;;;;;
1311;Nouvelles infrastructures;1;0.625356495380402;;;;;;;;;
1433;Nouvelles infrastructures de recherche en Pologne;2;1.20000305771828;;;;;;;;;
1453;Nouvelles structures;2;1.60947841405869;;;;;;;;;
513;Nouvelles technologies;66;96.4910136461258;;;;;;;;695;
3604;Nouvelles technologies de l'information;1;1.43332290649414;;;;;;;;695;
1525;Nouvelles technologies de l'information et de la communication;2;4.41553163528442;;;;;;;;695;
1792;Nouvelles technologies de l'information et de la télécommunication;1;0.833172202110291;;;;;;;;695;
1851;Nouvelles technologies informatique et télécommunication;1;2.44899845123291;;;;;;;;695;
485;NTIC;229;329.980468720198;;;;;;;;695;
3329;NTIC - Optique;1;1.15852570533752;;;;;; - ;;;
3431;NTIC - Politique;1;4.45747756958008;;;;;; - ;;;
3330;NTIC - Télécommunications;1;0.866284549236298;;;;;; - ;;;
3949;NTIC et Société de l'Information;7;9.63408678770065;;;;;; et ;;;
2984;NTIC-microelectronique;1;2.48590731620789;;;;;; - ;;;
838;Nucléaire;29;26.9938519597054;;;;;;;;;
4325;Nucléaire - Matériaux;1;0.281279802322388;;;;;; - ;;;
2076;Nutrition;5;4.73065748810768;;;;;;;;;
397;"Objectif \""Horizon 2020\"";""4";2.94006642699242;;;;;;;;;;oui
4511;Observation de la Terre;8;4.0706193447113;;;;;;;;;
4651;Océanogaphie;1;0.463227540254593;;;;531;;;;;
531;Océanographie;46;36.8899320662022;;;;;;;;;
611;Océanographie, Géologie;1;0.605062305927277;;;;;;,;;;
1007;Océanologie;3;1.51311638951302;;;;;;;;;
897;Oenologie;3;2.45868244767189;;;;;;;;;
4656;Off-Shore;1;0.259997308254242;;;;;;;;;
1867;OGM;1;0.424331277608871;;;;;;;;;
958;oncologie;1;0.275015085935593;;;;;;;;;
3983;Opportunités;1;2.93456888198853;;;;;;;;;
2535;Opportunités au Royaume-Uni;2;2.71012783050537;;;;3983;;;;;
521;Optique;46;45.4576697349548;;;;;;;;;
3206;Optique - Electronique;1;1.65647447109222;;;;;; - ;;;
3794;Optique - photonique - optoélectronique;2;2.14168357849121;;;;;; - ;;;
3300;Optique et électronique;1;0.874635815620422;;;;;; et ;;;
1141;Optique Quantique;1;0.60136479139328;;;;;;;;;
875;Optoélectronique;42;51.2083700597286;;;;;;;;;
2841;Optronique;1;0.925452411174774;;;;;;;;;
1040;Ordinateur Quantique;1;0.876151204109192;;;;;;;;;
4575;Organisation;1;0.689276099205017;;;;;;;;;
3645;Organisations de la Politique scientifique et technologique;4;5.05152171850204;;;;;;;;;
781;Organisations internationales;1;0.695091068744659;;;;;;;;;
976;Organisme de recherche;1;1.31106114387512;;;;;;;;;
2368;Orthopédie;1;0.557801842689514;;;;;;;;;
4009;Ostéologie;1;0.859801054000854;;;;;;;;;
452;Ouverture de centre;1;0.517104744911194;;;;;;;;;
4247;Paléoclimatologie;2;0.791700661182404;;;;;;;;;
624;paléontologie;21;17.3743277490139;;;;;;;;;
1891;Parcs technologiques;1;1.27205276489258;;;;;;;;;
1812;Partenariat;3;3.57437288761139;;;;;;;;;
1878;partenariat public privé;1;1.61530542373657;;;;;;;;;
4459;Partenariat santé public;1;0.53008359670639;;;;;;;;;
806;Partenariat scientifique;1;1.11747872829437;;;;;;;;;
4689;partenariats;7;12.3550961017609;;;;;;;;;
1355;Partenariats internationaux;11;6.76587530970573;;;;;;;;;
3649;Parution de rapports techniques de l'Ambassade;1;0.73115473985672;;;;;;;;;oui
1244;Paysage de la recherche;1;0.611748516559601;;;;;;;;;oui
1520;PCRDT;1;1.44531083106995;;;;;;;;;oui
2686;Perception des sciences;1;1.21190297603607;;;;;;;;;oui
3257;Pétrochimie;1;1.0076984167099;;;;;;;;;
1337;Pétrole;1;0.541335642337799;;;;;;;;;
1923;Pétrole et gaz;1;0.320717304944992;;;;;;;;;
1305;Pharmaceutique;4;3.15929210186005;;;;;;;;;
438;Pharmacie;28;23.9713106453419;;;;;;;;;
1542;Pharmacologie;2;2.02242565155029;;;;;;;;;
3785;Pharmacologie - Médecine - Biotechnologies;9;8.89284527301788;;;;;; - ;;;
2312;Pharmacologie Médecine;1;0.649504542350769;;;;;;;;;
2702;Pharmacologie, médecine et biotechnologies;30;31.8744618296623;;;;;;, ; et ;;
3624;Pharmacologie, medecine, biotechnologies;10;12.2991879582405;;;;;;,;;;
2146;Philosophie;1;0.798385560512543;;;;;;;;;
892;Photonique;5;8.48615628480911;;;;;;;;;
822;Photovoltaïque;3;3.54925248026848;;;;;;;;;
759;Physiologie;2;1.44681543111801;;;;;;;;;
362;Physique;246;228.731370314956;;;;;;;;;
1156;Physique - Acoustique;1;0.596651613712311;;;;;; - ;;;
1973;Physique - Chimie;4;3.17242360115051;;;;;; - ;;;
4031;Physique - Chimie - Matériaux;12;13.198052406311;;;;;; - ;;;
1580;Physique - Matériaux;1;0.570455312728882;;;;;; - ;;;
1981;Physique & Chimie;1;1.95012390613556;;;;;; & ;;;
801;Physique Chimie;2;2.90762001276016;;;;;; ;;;
925;Physique des particules;6;2.54356610774994;;;;;;;;;
4638;Physique des solides;1;0.645450472831726;;;;;;;;;
3636;Physique et Chimie;13;13.8678063452244;;;;;; et ;;;
1426;Physique et matériaux;26;24.6776095628738;;;;;; et ;;;
1942;Physique fondamentale;4;4.35068696737289;;;;;;;;;
942;Physique nucléaire;4;2.76344656944275;;;;;;;;;
720;Physique quantique;4;3.63648843765259;;;;;;;;;
4506;Physique théorique;1;0.552843570709229;;;;;;;;;
2152;Physique, Chimie;37;39.9460804462433;;;;;;,;;;
4520;Picoélectronique;1;0.70873361825943;;;;;;;;;
1315;Planétologie;1;0.490600675344467;;;;;;;;;
749;Planification urbaine;1;1.13479745388031;;;;;;;;;
3481;Planning 2003 - 2004 des conférences scientifiques prévues en australie;1;0.646096169948578;;;;;;;;;oui
1220;Polaire;1;2.38840293884277;;;;;;;;;
4217;Pôle d'excellence;1;0.338625580072403;;;;360;;;;;
4637;Pôle de compétences;1;0.578994870185852;;;;360;;;;;
4482;Pôle de compétitivité;1;0.325776129961014;;;;360;;;;;
1842;Pôles de compétence;1;1.83978247642517;;;;360;;;;;
1154;Pôles de Compétitivité;3;1.48451307415962;;;;360;;;;;
2081;Pôles de recherche;1;0.817512631416321;;;;360;;;;;
792;Politique;37;49.5592027902603;;;;360;;;;;
3391;Politique - Education;4;6.40579509735107;;;;360;;;;;
3694;Politique & organisation de la recherche;76;101.729260832071;;;;360;;;;;
574;Politique & Stratégie;8;5.46208766102791;;;;360;;;;;
1726;Politique agricole;2;1.59723189473152;;;;360;;;;;
3084;Politique Brésilienne;1;0.874335646629333;;;;360;;;;;
1138;Politique d'éducation;1;0.550051391124725;;;;360;;;;;
1932;Politique d'enseignement et de recherche;5;7.25390636920929;;;;360;;;;;
993;Politique d'innovation;7;6.89289224147797;;;;360;;;;;
4574;Politique d'investissement;1;2.76597428321838;;;;360;;;;;
1650;Politique de développement;11;7.92173406481743;;;;360;;;;;
647;Politique de développement et de recherche;5;7.2047997713089;;;;360;;;;;
2215;Politique de l'enseignement;16;15.6422998309135;;;;360;;;;;
1861;Politique de l'enseignement et de la recherche;12;15.1305130720139;;;;360;;;;;
2196;Politique de l'enseignement supérieur;1;0.599242568016052;;;;360;;;;;
1560;Politique de l'enseignement supérieur et de la recherche;1;0.675058543682098;;;;360;;;;;
716;Politique de l'innovation;3;2.49398219585419;;;;360;;;;;
2824;Politique de la formation et de la recherche ;1;1.54495322704315;;;;360;;;;;
360;Politique de la recherche;464;539.306727439165;;;;360;;;;;
2736;Politique de la recherche - coopération internationale;2;2.89882808923721;;;;360;;;;;
2571;Politique de la recherche - Enseignement;8;8.37209784984589;;;;360;;;;;
2612;Politique de la recherche - Enseignement supérieur;35;53.8447571992874;;;;360;;;;;
2570;Politique de la recherche - Innovation;1;0.432541221380234;;;;360;;;;;
2377;Politique de la recherche - Télécommunications;1;2.70864939689636;;;;360;;;;;
2320;Politique de la recherche et de l'enseignement;3;5.00771075487137;;;;360;;;;;
2040;Politique de la recherche et de la technologie;1;1.18311703205109;;;;360;;;;;
1527;Politique de la recherche et enseignement supérieur;1;2.22478175163269;;;;360;;;;;
3547;Politique de la recherche et innovation;6;8.97880852222443;;;;360;;;;;
1704;Politique de la recherche et politique technologique;2;1.01633775234222;;;;360;;;;;
3806;Politique de la ville;1;1.50530683994293;;;;;;;;;
607;Politique de recherche;54;70.2301844358444;;;;360;;;;;
2759;Politique de recherche - enseignement;2;1.76043844223022;;;;360;;;;;
434;Politique de recherche et d'innovation;1;1.30231523513794;;;;360;;;;;
1161;Politique de recherche et enseignement supérieur;3;2.241106569767;;;;360;;;;;
1690;Politique des clusters;1;1.41943669319153;;;;360;;;;;
786;Politique Educative;1;1.91027736663818;;;;360;;;;;
2657;Politique en matière de recherche;3;3.80085331201553;;;;360;;;;;
1065;Politique environnementale;1;0.441800832748413;;;;;;;;;
3411;Politique et informations générales scientifiques;12;22.4865245223045;;;;360;;;;;
3177;Politique et informations scientifiques;19;23.0913043022156;;;;360;;;;;
1896;POLITIQUE ET ORGANISATION DE LA RECHERCHE;50;59.1486217677593;;;;360;;;;;
2161;Politique et organisation de la vie scientifique;48;53.6510667800903;;;;360;;;;;
2342;Politique et organisation de la vie scientifique slovène;2;1.4485154747963;;;;360;;;;;
970;Politique et Stratégie;3;2.48276144266129;;;;;;;;;
2259;Politique et Stratégique Technologique;1;1.87722158432007;;;;360;;;;;
3853;Politique et Vie scientifique & technologique;1;0.885363876819611;;;;360;;;;;
2750;Politique et vie scientifique et technologique;23;34.5558149814606;;;;360;;;;;
2645;Politique générale;20;24.2481030225754;;;;;;;;;
2114;Politique informatique;1;0.439887136220932;;;;;;;;;
2110;Politique pour la recherche;3;2.76269739866257;;;;360;;;;;
1589;Politique R&D;2;2.12785720825195;;;;360;;;;;
1303;Politique régionale;1;1.66222107410431;;;;;;;;;
356;Politique scientifique;460;507.385340169072;;;;;;;;;
2811;Politique scientifique - Coopération internationale;4;4.32824808359146;;;;;; - ;;;
2179;Politique scientifique - Education;2;2.17075085639954;;;;;; - ;;;
1945;Politique scientifique - Relations internationales;36;47.9578301310539;;;;;; - ;;;
1883;Politique scientifique - Sciences sociales;3;3.182945728302;;;;;; - ;;;
3066;Politique scientifique - Universités - Formations;28;39.9052620232105;;;;;; - ;;;
2035;Politique scientifique & informations générales;9;14.909793138504;;;;;; & ;;;
2374;Politique scientifique et éducation;7;10.3666868209839;;;;;; et ;;;
1034;Politique scientifique et fonds européens;12;15.1407248973846;;;;;; et ;;;
2185;Politique scientifique et informations générales;9;12.313620775938;;;;;; et ;;;
2300;Politique scientifique et innovation;1;1.13845932483673;;;;;; et ;;;
3263;Politique Scientifique et Politique;2;1.19146233797073;;;;;; et ;;;
980;Politique scientifique et technique;308;280.056152418256;;;;;; et ;;;
1067;Politique scientifique et technologique;126;169.03310726583;;;;;; et ;;;
461;Politique scientifique, innovation, universités;53;39.0057311207056;;;;;;,;;;
1365;Politique technologie;2;3.48322820663452;;;;356;;;;;
333;Politique technologique;257;321.783240795135;;;;356;;;;;
761;Politique technologique nucléaire;1;1.53801870346069;;;;356;;;;;
753;Politique Universitaire;8;13.4738616347313;;;;356;;;;;
3850;Politique, Recherche et Université;1;2.87280511856079;;;;356;;;;;
3311;Politiques scientifiques;1;0.999839186668396;;;;356;;;;;
340;Politiques Technologiques;4;3.66869959235191;;;;356;;;;;
858;Politiques universitaires;1;1.03599429130554;;;;356;;;;;
1530;Pollution;2;1.38001519441605;;;;;;;;;
1429;Pologne et nucléaire;1;0.612388014793396;;;;;;;;;oui
4421;Portrait;2;0.708212971687317;;;;;;;;;
2729;Portrait de chercheur;1;0.318142831325531;;;;4421;;;;;
630;Potilique technologique;1;1.40258502960205;;;;356;;;;;
1780;Première mondiale;1;0.900951206684113;;;;;;;;;oui
1888;Premières scientifiques et technologiques en Roumanie;1;1.85434007644653;;;;;;;;;oui
4472;Présentation d'institut;1;0.865313947200775;;;;;;;;;oui
1801;Présentation d'Instituts de recherche;1;0.66916161775589;;;;;;;;;oui
1346;Présidence de l'Israël au programme européens de recherhce EUREKA;1;1.17566251754761;;;;;;;;;oui
1094;Présidence polonaise de l'UE;2;1.29455602169037;;;;;;;;;oui
2449;Prévention;1;1.23522305488586;;;;;;;;;
4460;privé;1;0.53008359670639;;;;;;;;;
1032;Prix;31;41.4279352128506;;;;;;;;;
3306;Prix Abel;1;0.672613322734833;;;;1032;;;;;
2780;Prix Descartes-Huygens 2005;2;2.4663502573967;;;;1032;;;;;
3134;Prix et Décorations;2;1.3019101023674;;;;1032;;;;;
1074;Prix et distinctions ;5;5.45971709489822;;;;1032;;;;;
3017;Prix et littérature;1;1.41811084747314;;;;1032;;;;;
1077;Prix et manifestations scientifiques;1;1.21753799915314;;;;1032;;;;;
508;Prix et récompenses;6;7.45849418640137;;;;1032;;;;;
1933;Prix Nobel;1;0.321469247341156;;;;1032;;;;;
1593;Prix Nobel 2009;1;1.647540807724;;;;1032;;;;;
2014;Prix scientifique;6;9.09950262308121;;;;1032;;;;;
3057;Prix scientifique - biologie;1;1.48845720291138;;;;1032;;;;;
699;Prix scientifiques;21;25.7221455872059;;;;1032;;;;;
3228;Prix, distinctions;4;3.97100323438644;;;;1032;;;;;
3905;Prochains salons et mnifestations en Israël;1;1.04935896396637;;;;;;;;;oui
413;Production;2;3.13546085357666;;;;;;;;;
3798;Production offshore;2;1.68961811065674;;;;;;;;;
1715;Production scientifique;3;3.37874293327332;;;;;;;;;
480;Productique;1;0.759665727615356;;;;;;;;;
1050;Programme COMET;9;5.22297376394272;;;;2073;;;;;
3429;Programme de coopération franco coréen STAR;1;2.45715737342834;;;;2073;;;;;
1485;Programme Hubert Curien AMADEUS;1;0.498094350099564;;;;2073;;;;;
4454;Programmes;1;0.671672701835632;;;;2073;;;;;
1219;Programmes de coopération;1;1.05677723884583;;;;2073;;;;;
2073;Programmes de recherche;1;1.64347839355469;;;;2073;;;;;
1811;Projet;1;0.682566285133362;;;;;;;;;
869;Projets européens;6;4.162417948246;;;;;;;;;
3440;Promotion de la recherche scientifique;1;1.1951676607132;;;;356;;;;;
922;Propriété intellectuelle;2;1.50264370441437;;;;;;;;;
4342;Propulsion;2;1.0628610253334;;;;;;;;;
1209;Prospective;3;1.6380552649498;;;;;;;;;
4434;Protection des ressources marines;1;0.563142597675323;;;;;;;;;
1642;PSUE;1;0.341484606266022;;;;;;;;;oui
893;Psychiatrie;1;2.23121428489685;;;;;;;;;
700;Psychologie;9;7.33674195408821;;;;;;;;;
4437;Psychologie et réseaux sociaux;1;0.561983227729797;;;;;; et ;;;
995;Psychologie infantile;1;0.775159657001495;;;;;;;;;
1056;Publication;39;66.9336730837822;;;;;; - ;;;
2974;Publication - sciences sociales et archéologie;1;2.17213559150696;;;;1056;;;;;
2230;Publication scientifique;1;1.24553370475769;;;;1056;;;;;
2916;Publications MS&T;1;0.985480785369873;;;;1056;;;;;
1088;R&D;4;3.4310217499733;;;;;;;;;
1005;R&D industrielle;5;3.46230053901672;;;;1088;;;;;
4463;Radioactivité;2;0.673047691583633;;;;;;;;;
421;Rapports d'Ambassade;2;2.61054420471191;;;;;;;;;oui
4367;Réacteur;1;0.23539637029171;;;;;;;;;
1491;Réalisations;3;3.5781757235527;;;;;;;;;
1638;Réalité virtuelle;1;2.55496191978455;;;;;;;;;
442;Recherche;117;113.356757462025;;;;;;;;;
1617;Recherche - Anthropologie;1;1.24003601074219;;;;;; - ;;;
1953;Recherche - Divers;3;2.03472539782524;;;;;; - ;;;
