"doc_id";"titre";"ME";"MEEnf";"ICE";"ICEEnf";"nbDoc";"nbTag";"nbUti";"nbDocEnf";"nbTagEnf";"nbUtiEnf"
"103739";"Ouverture d'un centre de recherche en nanomédecine à l'Université d'Aarhus";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"103745";"Les secrets de nos aliments enfin révélés";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"103747";"Le sport, un traitement inédit de la sclérose en plaques";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"103754";"Diffusion multiple et propriétés quantiques de la lumière";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"103759";"Des cochons clonés obèses : une étude sur l'alimentation humaine";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"103762";"Centre d'étude du climat de Nuuk";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"103764";"210 millions de couronnes danoises consacrés à des projets de recherche";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"103778";"Un mécanisme clé de propagation du virus d'Epstein-Barr a été découvert";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"103782";"Prolongement du financement public d'un groupe de recherche clinique en cardiologie";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"103784";"Plantations d'arbres à bois énergétique : création d'un réseau national";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"103796";"Deux chercheurs de la Charité récompensés par l'Union Européenne";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"103813";"De nouvelles piles solaires";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"103816";"Trois cliniciens ont reçu le prix STaR \"Singapore Translational Research Investigator Award\"";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"103820";"Quatre médecins primés du \"Clinician scientists Awards\" CSA";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"103823";"Première étude d'ampleur dans la contamination par le papillomavirus";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"103826";"Le laboratoire d'Imagerie Biomédicale d'A*STAR vient d'être primé";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"103828";"La fondation NgeeAnn Kongsi donne 1,5 million d'euros pour former des experts en biologie et en médecine";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"103830";"L'ANR et A*STAR signent un accord commun pour le financement de projets de recherche entre la France et Singapour";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"103832";"Investissement de 18 millions d'euros de la part de A*STAR dans les sciences biomédicales";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"103841";"Nouveaux investissements pour la recherche en électronique en Irlande";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"103864";"Création d'un cluster de recherche sur les mathématiques financières en Irlande";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"103890";"Développement en série de la plateforme satellite SPRINT de la JAXA";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"103916";"Une marche au hasard au Texas entre les primes pour les bons enseignants et le licenciement des mauvais";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"103920";"Médecine préventive : l'efficacité financière de la démarche ne fait pas l'unanimité aux Etats-Unis";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"103922";"Les universités américaines mettent le cap sur l'Afrique";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"103924";"Les promesses scientifiques des \"très petites cellules souches de type embryonnaire\" (VSEL)";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"103926";"Les papillons menacés par le changement climatique et la perte d'habitat";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"103928";"Les brevets brident la valorisation ou la théorie des jeux au service des modèles ouverts d'innovation";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"103930";"La matière noire toujours aussi obscure";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"103932";"La FTC s'intéresse au Cloud Computing";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"103934";"L'innovation en perte de vitesse au Etats-Unis !";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"103938";"Cellules souches en Californie : comment franchir le pas entre recherche fondamentale et traitements ?";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"103955";"Des chercheurs de Munich identifient un nouveau facteur de risque pour Parkinson";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"103957";"De la lumière à partir de fils métalliques : les diodes électroluminescentes pourraient remplacer les lampes à incandescence";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"103964";"Plus de 10 millions d'utilisateurs 3G en Chine fin 2009";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"103970";"Le réflecteur laser équipé par satellite Beidou M1 est le meilleur système selon l'ILRS";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"103990";"Solutions pour harmoniser développement durable et protection de la nature avec la stabilité socio-économique";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"103992";"Résultats du projet \"InnoSuTra\" : un support informatif pour l'entrepreneuriat innovant";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"103998";"Master Européen en Science des matériaux MaMaSELF - Date limite 21 mai 2010";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104005";"Bourses du gouvernement français - Date limite 31 janvier 2010";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104015";"Une découverte significative dans le mode d'action du virus Ebola";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104017";"Un antigel biologique découvert chez un coléoptère d'Alaska";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104022";"La phénologie au service des prévisions météorologiques pour l'agriculture";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104027";"Des cellules souches pluripotentes induites évitent la cécité chez les rats";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104029";"Courir est dangereux pour la santé ... des genoux";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104035";"Programme de l'Académie Slovaque des Sciences 2010";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104041";"Classement des Universités slovaques 2009";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"104051";"Un appareil tchèque dans l'espace";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104057";"Métallacarborane contre prolifération du virus du SIDA";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104061";"La République tchèque dispose de sa \"Réserve d'obscurité\"";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104067";"Effets indésirables du paracétamol administré de manière préventive aux nourrissons";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104079";"Le réchauffement climatique aura de fortes conséquences sur les précipitations, notamment à Taiwan";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104082";"Deuxième séminaire du programme régional Bio-Asie (Keelung, Taiwan, 26-28 novembre 2009)";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104087";"Trois communautés allemandes choisies par l'Institut européen de technologie";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"104089";"Réunion trilatérale des Conseils d'éthique allemand, anglais et français à Berlin";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104093";"Munich se positionne au centre de la recherche européenne sur le climat et les technologies de l'information";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"104100";"Vers le bureau du futur";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"104103";"Un membre de l'Académie des Sciences hongroise à la tête de l'oncologie européenne";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104115";"Découverte d'une autre forme de contrôle sous-cortical dans le traitement des informations dans le cortex cérébral";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104117";"Des scarabées taïwanais, modèles pour des recherches en nanotechnologies";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104124";"Filière hydrogène : un matériau capable de catalyser sans platine";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104134";"Création d'une chaire \"Sciences des systèmes et défis énergétiques\"";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104147";"Présence renforcée pour la science espagnole à Bruxelles";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"104157";"Le bassin méditerranéen inondé il y a plus de 5,3 millions d'années";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104167";"Campus d'Excellence International";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104171";"Allez me chercher \"marteau\" : 180 ms";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104179";"Présence d'hydrogène détectée sur la Lune, mais pas d'eau";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104181";"Premiers tests du vaccin russe contre la grippe A";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104183";"Plastique et caoutchouc à la fois";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104189";"Microbe : un danger pour les réservoirs de gaz";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104197";"Le bébé mammouth Liouba retrouvera sa région natale";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104199";"L'Oural : un grand fleuve malade mais guérissable";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104211";"Signature à Bucarest d'un accord-cadre de coopération entre le CEA et l'IFA ";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104213";"Médiatisation et vulgarisation en paléontologie à l'Université de Cluj-Napoca ";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104215";"Les Sciences de la mer en Roumanie - l'Institut National de Recherche et Développement pour la Géologie et la Géo-écologie Marine GeoEcoMar";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104217";"Les prix \"Leprince Ringuet\" 2009 de l'Ecole Polytechnique et de l'IN2P3";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104221";"La magie des verres chalcogénures";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104226";"Deux conférences de l'Académicien Christian AMATORE en Roumanie (26 et 27 novembre 2009)";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104230";"Une étude portugaise publiée dans \"Science\" montre que le stress chronique affecte la prise de décision";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104240";"5ème édition du Prix BES Innovation";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104250";"Carte détaillée du génome du panda";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104253";"10e anniversaire de la fondation chinoise pour l'innovation";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104255";"Variabilité de la notion d'équité en fonction du type de récompenses";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104266";"Identification de nouveaux signaux ciblant une protéine vers le noyau et le nucléole";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104273";"MPPE : Integrated Research in Materials, Processing and Product Engineering";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"104277";"Décision COMET du 29 octobre 2009 : les ministres approuvent les recommandations du jury";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"104279";"Bilan de la coopération franco-autrichienne dans le domaine des sciences de la vie";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104281";"ACIB : Austrian Centre of Industrial Biotechnology";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"104283";"Trois nouveaux secrétaires scientifiques au conseil suédois de la recherche scientifique (VR)";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104285";"Séminaire de recherche sur les pratiques pédagogiques à Uppsala";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104287";"Séminaire de neurolinguistique à l'Université de Stockholm";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104289";"Séminaire \"nouvelles techniques, changements de valeurs et mondialisation - les influences sur le corps et la sexualité\"";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104293";"Le Stockholm Environment Institute une nouvelle fois sous le feu des projecteurs";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104316";"Le Japon, tête de file des sciences de la conception";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104318";"Lancement réussi d'un satellite de renseignement japonais IGS";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104330";"Nanotechnologies : des molécules extraites du maïs pour la préservation des lipides dans les émulsions alimentaires";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104334";"Le NCCAM fête ses 10 ans";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104336";"Le diabète aux Etats-Unis : doublement du nombre de cas d'ici 25 ans et triplement des coûts pour \"Medicare\"";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104338";"La recherche dans les universités américaines : quels chiffres pour quelle vérité ?";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104346";"Gouverner c'est \"Tweeter\"";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"104348";"Désaffection des carrières scientifiques et technologiques aux Etats-Unis : le marché du travail à la racine du problème";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104350";"Changement climatique : les maladies infectieuses s'invitent dans le débat";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104382";"Une capacité de stockage de plusieurs petabytes prévue pour l'Université d'Heidelberg";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104386";"Ouverture d'un Bureau de l'innovation à l'Institut Paul Ehrlich";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104395";"Des cornes de bouquetin qui en disent long sur le climat des prairies";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104399";"4ème Sommet allemand des technologies de l'information de Stuttgart";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104403";"11 nouveaux centres de recherche coordonnée dans les sciences de la vie financés par le DFG à partir de 2010";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"104405";"Une biologiste française reçoit la médaille Copernic de l'Académie polonaise des Sciences";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104407";"Un laboratoire national des technologies quantiques pour la Pologne";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104416";"Cinq polonaises scientifiques à l'honneur : prix L'Oréal - UNESCO 2009";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104418";"Brillante participation des jeunes polonais aux concours internationaux de mathématiques et de sciences organisés à Paris";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104420";"35ème anniversaire de la coopération franco-polonaise en physique nucléaire et physique des hautes énergies";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"104422";"18ème prix de la Fondation Polonaise pour la Science : un collaborateur d'Albert Fert récompensé en physique";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104424";"15ème anniversaire du programme franco-polonais d'échange de chercheurs \"Polonium\"";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"104432";"Bientôt 10.000 membres au sein du premier réseau social franco-brésilien ";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104437";"La Fondation Franco-Péruvienne lance \"Excellence France-Pérou\" : un programme de mobilité parrainé par les entreprises";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"104439";"Dynamiques territoriales à la périphérie de Lima";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"104443";"Congrès international d'Anthropologie amazonienne à Lima (Bolivie, Colombie, Equateur, Pérou, Venezuela)";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104445";"Conférence en Archéo-métallurgie à l'IFEA";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104449";"Colloque international sur les nouvelles technologies et l'enseignement à distance";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"104451";"4ème Colloque franco-andin sur les Droits de l'homme";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104453";"Vers la compréhension du mécanisme qui sous-tend la résistance des plants de maïs à la sécheresse";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104455";"Une nouvelle base de données et d'outils lancée par le DoE, pour le déploiement des énergies renouvelables";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"104457";"Polémiques autour du mariage Comcast-NBC";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"104460";"Les espions et les ballons rouges";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"104466";"Google à la chasse de la grippe";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104468";"Edition 2009 des journées franco-américaines de l'innovation : le défi de la médecine personnalisée";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104472";"A Cuba, libre est la coopération scientifique";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104477";"Les nouveaux robots EPORO de NISSAN imitent les bancs de poissons";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"104497";"Spécial algues vertes en Italie - Ostreopsis Ovata : une algue mono-cellulaire toxique en Ligurie (partie 5/5)";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"104514";"Internet à grande vitesse dans les campagnes";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104535";"Prix décerné à DiaGenic pour le développement de diagnostics du cancer du sein et de la maladie d'Alzheimer";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104548";"Les intentions chiffrées de la Chine à l'ouverture de la conférence de Copenhague";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104554";"La Chine lancera sa seconde sonde lunaire en 2010";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104573";"Le Prix allemand de l'avenir 2009 décerné à un nouveau médicament contre la thrombose";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"104575";"La coopération germano-israélienne dans le domaine des sciences de la vie récompensée par le BMBF";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104577";"Dépôt de brevet : le gouvernement allemand donne des cours de rattrapage à ses inventeurs";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104582";"Une voie nouvelle ouverte vers un traitement de l'hémiplégie";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104588";"Ouvrir les frontières des savoirs";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104590";"Le groupe indien Tata investit dans une start-up suisse productrice de modules photovoltaïques";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104600";"Cultiver les cellules sur trois dimensions";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104609";"La coopération sino-américaine dans le domaine de l'environnement à l'approche de Copenhague";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104618";"Amélioration de la mémoire chez un rat transgénique";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104627";"Une nouvelle méthode chirurgicale pour soigner les déchirures ligamentaires";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104629";"Remise en question du rôle des amphibiens dans la détection des impacts du changement climatique";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104633";"Les énergies renouvelables aux Etats-Unis : politiques de soutien et tendances pour la recherche et le développement";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104635";"Le site internet ResearchMatch.org donne un coup de pouce à la recherche clinique aux Etats-Unis";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104637";"La sécurité du trafic aérien en question";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"104643";"FOXP2, \"gène de la parole\", livre peu à peu ses secrets";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104645";"Electrification Coalition : un regroupement de 13 industriels pour promouvoir le véhicule électrique";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"104654";"Le courant des Aiguilles sauvera-t-il le Gulf Stream du changement climatique ?";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104662";"Déjà six nouveaux programmes de recherche coordonnée annoncés par la DFG pour 2010";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104669";"Attribution du prix Gottfried Wilhelm Leibniz";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104671";"Accord de coopération entre l'Université de Bochum et l'Institut de sciences biologiques de Shanghai";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104673";"Vers la résistance des cultures face à la sécheresse";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104687";"Les langages de programmation à l'honneur";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104689";"Les fossiles de salamandres diseurs de bonne aventure";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104694";"Le commerce, un remède contre la guerre";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104725";"Goût intrinsèque de l'eau et préférences des consommateurs";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"104733";"Bronchiolite : la structure tridimensionnelle d'une région clé du virus élucidée";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104739";"Se salir : une bonne chose pour la santé des enfants";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104741";"Les nanoparticules de TiO2 sont-elles dangereuses pour l'homme ?";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104745";"Industrie pharmaceutique américaine : les grandes manoeuvres ont vraiment commencé";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104748";"Doctorats aux Etats-Unis : le rêve américain est encore bien présent !";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104756";"La biologie synthétique : la réflexion continue au Royaume-Uni";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104772";"Sorama, nouvel outil pour visualiser les sons et vibrations d'un produit";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104778";"Greetinq, innovation dans l'industrie des télécommunications";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104782";"FileRadar, un nouveau système de prévision du trafic routier";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104790";"Nouveau centre Fraunhofer de micro-technologie à Dresde";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"104794";"Les compétences d'Hanovre s'unissent en un \"Centre de technique biomédicale et de recherche sur l'implantation\"";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104797";"Le projet iGreen : pour une agriculture \"high-tech\" et responsable vis-à-vis de l'environnement";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"104804";"Une conjonction originale d'études sur l'origine anthropique du réchauffement climatique";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"104806";"Un professeur de l'Université d'Aarhus nommé \"Einstein Professor\" à l'Académie chinoise des Sciences";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104814";"Le transport intracellulaire révolutionné";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104816";"Le mystère de la migration des anguilles partiellement résolu";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104822";"La découverte d'une version mutée d'une enzyme cellulaire pourrait permettre un traitement anticancéreux plus efficace";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104826";"La communication cellulaire modélisée";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104836";"Des bâtiments durables et exemplaires";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"104844";"Singapour part à la conquête de l'univers du jeu en créant un laboratoire de R&D dédié aux jeux vidéo";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104848";"Le National RFID Centre poursuit la promotion des technologies RFID à Singapour";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104860";"Aksaas, EADS, Exploit Technologies et I2R poursuivent leurs collaborations concernant le développement des systèmes de sécurisation de documents";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104865";"A*STAR alloue 12,2 millions de SGD (6 millions d'euros) à 17 projets scientifiques";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104869";"Première photographie d'un bébé coelacanthe";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104874";"STREET, un logiciel mesurant l'impact environnemental des carburants du futur";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104876";"Science Fair à Chicago et enseignement des sciences aux Etats-Unis";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104881";"Lobbying énergétique : une véritable histoire de sous !";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104887";"L'AUTM plaide pour un meilleur accès des pays émergents aux nouvelles technologies";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104891";"\"Smart Grid\" et vie privée";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"104905";"Les chaires de fondation allemandes : la Bavière et le Bade-Wurtemberg loin devant";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104909";"La Rhénanie-du-Nord-Westphalie et la Chine conviennent d'une collaboration sur les énergies renouvelables et la lutte contre le changement climatique";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104911";"La fondation Max Planck encourage les étudiants étrangers à poursuivre leur doctorat en Allemagne";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104913";"Séminaire sur l'histoire comparée des études de français dans les pays scandinaves et nordiques";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"104915";"Séminaire \"Migration - une question politique globale\"";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
